FOOD NAME	EHR PATIENT COUNT FOR FOOD NAME	GPT-based ingredient list
Broa	253	Cornmeal | Wheat flour | Water | Salt | Yeast
Broa de Avintes	0	Cornmeal | Wheat flour | Water | Salt | Yeast
Broa de mel	0	Flour | Honey | Sugar | Eggs | Cinnamon | Lemon zest | Baking powder
Brongkos	0	Beef | Cow's innards | Cow's lungs | Cow's tongue | Cow's tripe | Coconut milk | Kluwek | Kencur | Bay leaves | Galangal | Lemongrass | Shallots | Garlic | Candlenuts | Tamarind juice | Salt | Sugar | Pepper
Broodje gezond	0	Ham | Cheese | Lettuce | Tomato | Cucumber | Boiled egg | Mayonnaise | Mustard | Salt | Pepper | Bread
Brose	245	Oatmeal | Water | Salt
Brown Betty	37	Apples|Sugar|Butter|Bread crumbs|Cinnamon
Brown Bobby	16	Ground beef | Onion | Green bell pepper | Tomato sauce | Worcestershire sauce | Brown sugar | Mustard | Salt | Pepper
Brown bread	490	Whole wheat flour|Wheat bran|Wheat germ|Molasses|Water|Yeast|Salt
Brown sauce	55	Tomatoes|Vinegar|Dates|Tamarind|Spices|Sugar|Salt|Onions|Garlic|Lemon Juice
Brown stew chicken	0	Chicken | Onion | Garlic | Scotch bonnet pepper | Thyme | Allspice | Soy sauce | Ketchup | Brown sugar | Worcestershire sauce | Vinegar | Water
Broyé poitevin	0	Flour | Sugar | Butter | Eggs | Rum | Lemon zest | Salt
Brudet	0	Fish | Onions | Tomatoes | Olive oil | White wine | Vinegar | Garlic | Parsley | Bay leaves | Salt | Pepper
Brühwurst	0	Pork | Beef | Water | Salt | Spices | Nitrite curing salt
Brunost	0	Milk | Cream | Whey | Sugar
Brunswick stew	2	Chicken | Pork | Lima beans | Corn | Tomatoes | Potatoes | Onions | Celery | Carrots | Okra | Bell peppers | Worcestershire sauce | Hot sauce | Salt | Pepper
Bruschetta	82	Baguette | Tomatoes | Garlic | Basil | Olive oil | Balsamic vinegar | Salt | Pepper
Bruscitti	0	Beef | Pork | Salt | Pepper | Garlic | Red Wine | Juniper Berries | Bay Leaves | Rosemary | Thyme
Bruttiboni	0	Almonds | Sugar | Egg whites | Honey | Lemon zest | Vanilla
Bryja	18	Chicken | Rice | Onions | Garlic | Ginger | Cilantro | Green chilies | Yogurt | Spices
Bryndzové halušky	0	Potatoes | Bryndza cheese | Bacon | Onion
Buah melaka	0	Glutinous rice flour | Gula Melaka (palm sugar) | Grated coconut
Bubble and squeak	0	Potatoes | Cabbage | Onions | Butter | Salt | Pepper
Bubble gum	1013	Gum base | Sweeteners | Softeners | Flavorings | Food-grade colors
Bubble tea	327	Black tea | Milk | Tapioca pearls | Sugar | Ice
Bublik	2	Flour | Water | Yeast | Sugar | Salt
Bubur ayam	0	Rice | Chicken | Chicken broth | Ginger | Garlic | Shallots | Candlenuts | Lemongrass | Bay leaves | Kaffir lime leaves | Galangal | Salt | Pepper | Soy sauce | Sweet soy sauce | Fried shallots | Celery | Scallions
Bubur cha cha	0	Sweet potatoes | Taro | Sago pearls | Coconut milk | Pandan leaves | Palm sugar | Water
Bubur ketan hitam	0	Black glutinous rice | Water | Palm sugar | Pandan leaves | Coconut milk
Bubur pedas	0	Rice | Water | Lemongrass | Galangal | Kaffir lime leaves | Turmeric | Chili | Coconut milk | Salt | Sugar | Lime juice
Bucatini	1	Bucatini | Guanciale | Pecorino Romano | Black pepper
Buccellato	25	Flour | Sugar | Raisins | Almonds | Candied fruit | Anise seeds | White wine | Olive oil | Yeast
Buccellato di Lucca	0	Flour | Sugar | Raisins | Anise seeds | Fennel seeds | Walnuts | Almonds | Pine nuts | Orange zest | Lemon zest | White wine | Olive oil | Yeast
Buchimgae	0	Eggs|Flour|Zucchini|Carrot|Onion|Green onion|Garlic Chives|Shiitake mushrooms|Soy sauce|Sesame oil|Salt|Pepper
Buchteln	0	Flour | Milk | Butter | Sugar | Yeast | Eggs | Salt
Buckeye	1168	Peanut butter | Butter | Vanilla extract | Powdered sugar | Chocolate chips
Buckwheat gateau	0	Buckwheat flour | Butter | Sugar | Eggs | Milk | Baking powder | Salt
Budae-jjigae	1	Spam | hot dogs | baked beans | kimchi | tofu | instant ramen noodles | sliced cheese | sliced rice cakes | scallions | onions | garlic | gochujang | soy sauce | sugar | sesame oil | black pepper
Buddha Jumps Over the Wall	0	Chicken | Pork | Ham | Shark fin | Sea cucumber | Dried scallops | Abalone | Fish maw | Chicken feet | Quail eggs | Bamboo shoots | Mushrooms | Chinese cabbage | Ginger | Shaoxing wine | Chicken broth
Budino	0	Whole milk | Heavy cream | Cornstarch | Sugar | Salt | Eggs | Vanilla extract
Budu	1	Anchovies|salt|rice|sugar|water
Buffalo ribs	0	Buffalo ribs | Salt | Pepper | BBQ sauce
Buffalo sauce	155	Hot sauce|Butter|Vinegar|Worcestershire sauce|Garlic powder|Cayenne pepper
Buffalo wing	21	Chicken wings | Hot sauce | Butter | Vinegar | Worcestershire sauce | Garlic powder | Cayenne pepper | Salt
Bugak	0	Vegetables|Flour|Water|Salt|Oil
Bukayo	0	Coconut | Brown sugar | Water
Bukkumi	0	Rice flour | Sugar | Salt | Water | Red bean paste | Walnuts | Pine nuts | Cinnamon
Buko pandan cake	0	Buko | Pandan | Cake
Buko pie	0	Buko | Sugar | Evaporated milk | Condensed milk | Cornstarch | Butter | Eggs | Vanilla extract | All-purpose flour | Salt
Buko salad	0	Young coconut | Nata de coco | Kaong | Macapuno | Condensed milk | All-purpose cream | Cheese | Fruit cocktail
Bulalo	0	Beef shank|Bone marrow|Corn|Cabbage|Potato|Onion|Garlic|Peppercorns|Fish sauce
Bulan dan mek	0	Rice | Coconut milk | Pandan leaves | Salt
Bülbül yuvası	0	Ground beef | Onion | Tomato paste | Rice | Water | Salt | Black pepper | Red pepper flakes | Cumin
Buldak	4	Chicken | Gochujang (Korean red chili paste) | Gochugaru (Korean red chili flakes) | Soy sauce | Sugar | Garlic | Ginger | Rice cakes | Sesame oil | Sesame seeds
Buldak Ramen	1	Ramen noodles | Buldak sauce | Chicken | Scallions | Sesame seeds
Bulemas	0	Flour | Water | Salt | Oil | Ground beef | Onion | Tomato | Bell pepper | Garlic | Paprika | Cumin | Black pepper | Red pepper flakes | Egg | Lemon juice
Bulgogi	47	Beef | Soy sauce | Sugar | Sesame oil | Garlic | Pepper | Onion | Pear | Green onions
Buljol	0	Saltfish | tomatoes | onions | peppers | garlic | parsley | lime juice | olive oil
Bulkie roll	0	Flour | Yeast | Water | Salt | Sugar | Shortening
Bulla cake	0	Flour | Sugar | Butter | Eggs | Baking powder | Nutmeg | Vanilla | Milk | Raisins
Bullens pilsnerkorv	0	Beef | Pork | Water | Salt | Potato flour | Spices | Sugar | Antioxidant (E300) | Preservative (E250)
Bumbleberry pie	0	Apples|Strawberries|Blueberries|Blackberries|Raspberries|Sugar|Flour|Butter|Cinnamon|Lemon Juice
Bun	495199	Flour | Sugar | Yeast | Milk | Butter | Eggs
Bún bò Huế	0	Beef shank|Pork hock|Pig's blood|Lemongrass|Shrimp paste|Chili oil|Fish sauce|Shrimp|Rice vermicelli|Bean sprouts|Lime|Banana blossom|Vietnamese mint|Cilantro|Scallions|Onion
Bun cha	0	Pork belly|Pork shoulder|Fish sauce|Sugar|Lime juice|Garlic|Chili|Vinegar|Carrots|Green papaya|Cucumber|Fresh herbs|Rice vermicelli|Lettuce|Spring onions
Bun kebab	0	Ground beef | Onion | Green chilies | Garlic | Ginger | Cilantro | Cumin | Coriander | Red chili powder | Turmeric | Salt | Garam masala | Lemon juice | Egg | Bread crumbs | Oil
Bún mắm	0	Bún (rice vermicelli) | Mắm (fermented fish sauce) | Pork belly | Shrimp | Squid | Fish cake | Eggplant | Pineapple | Okra | Water spinach | Bean sprouts | Mint | Cilantro | Lime | Chili peppers
Bún ốc	0	Snails | Vermicelli noodles | Tomatoes | Green onions | Vietnamese coriander | Perilla leaves | Mint | Fish sauce | Lime | Chili peppers
Bún riêu	0	Crab paste | Tomatoes | Pork | Tofu | Shrimp | Rice vermicelli | Water spinach | Green onions | Cilantro
Bún thịt nướng	0	Rice vermicelli noodles | Grilled pork | Fresh herbs | Pickled vegetables | Nuoc cham dressing
Bundevara	0	Pumpkin|Sugar|Walnuts|Raisins|Cinnamon
Bündner Nusstorte	0	Flour | Sugar | Butter | Walnuts | Honey | Cream | Kirsch
Bündnerfleisch	0	Beef | Salt | Herbs | Spices
Bundt cake	62	Flour | Sugar | Eggs | Butter | Baking powder | Salt | Milk | Vanilla extract
Bungeo-ppang	0	Flour | Sugar | Baking powder | Salt | Eggs | Milk | Red bean paste
Bunny chow	0	Bread | Curry filling |
Buntil	1	Taro leaves | Coconut | Anchovies | Shallots | Garlic | Bird's eye chili | Salt
Buñuelo	0	Flour | Eggs | Sugar | Salt | Anise seeds | Oil
Bupyeon	0	Beef | Green onions | Garlic | Ginger | Soy sauce | Sugar | Sesame oil | Sesame seeds | Black pepper
Burasa	7	Glutinous rice | Coconut milk | Shallots | Garlic | Lemongrass | Galangal | Turmeric | Salt | Banana leaves
Burebrot	0	Bread | Cheese | Eggs | Butter | Salt | Pepper
Burgo	10	Ground beef|Onion|Garlic|Tomato paste|Water|Salt|Black pepper|Cumin|Paprika|Bay leaf|Green olives|Hard-boiled eggs|Potatoes
Burgoo	0	Beef | Pork | Chicken | Lamb | Vegetables | Tomatoes | Corn | Lima beans | Okra | Potatoes | Barley | Wild game
Buridda	0	Fish | Onion | Garlic | Parsley | White wine | Olive oil | Salt | Pepper | Tomato | Water
Burmese curry	1	Chicken | Onion | Garlic | Ginger | Turmeric | Chili powder | Fish sauce | Coconut milk | Potatoes | Peas | Cilantro
Burmese fried rice	0	Cooked rice | Chicken | Shrimp | Eggs | Garlic | Onion | Green peas | Carrots | Soy sauce | Fish sauce | Oyster sauce | Chili flakes | Cilantro
Burmese fritters	0	Chickpea flour | Water | Turmeric | Salt | Shallots | Green chili | Coriander leaves | Oil
Burmese milk tea	0	Black tea leaves | Condensed milk | Evaporated milk | Sugar | Water
Burmese pork offal skewers	0	Pork offal | Pork belly | Pork liver | Pork heart | Pork kidney | Pork intestine | Pork blood | Pork fat | Fish sauce | Soy sauce | Garlic | Ginger | Turmeric | Chili powder | Lemongrass | Shallots | Coriander roots | Cilantro stems | Palm sugar | Salt
Burmese salads	0	Lettuce|Tomatoes|Cucumber|Green chili|Onion|Garlic|Lime|Fish sauce|Peanuts|Cilantro
Burmese tofu	0	Water | Chickpea flour | Salt | Turmeric
Burong isda	0	Fish | Salt | Rice | Water
Burong mangga	0	Green mangoes | Salt | Sugar | Water
Burrito	10639	Tortilla | Rice | Beans | Meat | Cheese | Salsa | Sour cream | Guacamole
Burro percherón	0	Beef | Bacon | Chorizo | Onions | Bell peppers | Tomatoes | Potatoes | Cheese
Bursa Cantik Pide	0	Dough | Ground beef | Tomatoes | Green peppers | Onions | Mozzarella cheese | Eggs | Butter
Bush bread	0	Flour | Water | Salt
Bushmeat	55	Wild animals | Typically mammals such as monkeys, bats, rodents, and antelopes |
Busiate	0	Durum wheat semolina | Water | Salt
Bustrengo	0	Cornmeal | Flour | Raisins | Pine nuts | Sugar | Olive oil | Water | Salt | Lemon zest | Nutmeg
Butajiru	0	Pork belly|Daikon radish|Carrot|Konjac|Leeks|Shiitake mushrooms|Sake|Soy sauce|Salt|Water
Butifarra Soledeñas	0	Pork meat | Salt | Black pepper | Nutmeg | Cinnamon | Lemon zest | White wine | Pork casings
Butter burger	44	Ground beef | Butter | Hamburger buns | Cheese | Onions | Pickles | Mustard | Ketchup
Butter cake	37	Butter | Sugar | Eggs | Flour | Baking powder | Milk | Vanilla extract
Butter chicken	737	Chicken | Butter | Tomato | Cream | Onion | Garlic | Ginger | Garam masala | Chili powder | Turmeric | Cumin | Coriander
Butter cookie	647	Butter | Sugar | Flour | Vanilla extract
Butter mochi	0	Glutinous rice flour | Butter | Eggs | Sugar | Coconut milk | Vanilla extract
Butter pecan	1517	Butter | Pecans | Sugar | Cream | Vanilla
Butter pie	56	Butter | Shortcrust pastry | Potatoes | Onions | Salt | Pepper
Butter tart	5	Butter | Sugar | Eggs | Raisins | Maple syrup | Vanilla extract
Butter tea	199	Butter | Tea leaves | Water | Salt
Butterbrot	0	Bread | Butter
Buttercream	74	Butter | Powdered sugar | Vanilla extract | Heavy cream
Butterfly pea flower tea	1	Butterfly pea flowers | Water
Butterkuchen	0	Butter | Sugar | Flour | Yeast | Milk | Eggs | Almonds
Buttermilk	29708	Buttermilk | Cultured milk
Buttermilk koldskål	0	Buttermilk | Sugar | Lemon | Vanilla | Cardamom | Yolks | Cream
Buttermilk pie	2	Buttermilk | Eggs | Sugar | Butter | Flour | Vanilla extract | Nutmeg | Salt
Butterscotch	1666	Butter | Brown sugar | Corn syrup | Vanilla | Salt | Cream
Buttery	3657	Bread | Butter
Buuz	0	Minced meat | Onion | Garlic | Salt | Water | Dough
Cabanatuan longganisa	0	Ground pork | garlic | vinegar | soy sauce | salt | pepper | sugar | paprika | annatto seeds
Cabbage soup	1516	Cabbage | Carrots | Celery | Onion | Garlic | Vegetable broth | Tomatoes | Herbs and spices
Cabell d'àngel	0	Pumpkin | Sugar | Lemon | Cinnamon
Cabinet pudding	0	Bread | Butter | Sugar | Eggs | Milk | Raisins | Nutmeg | Brandy
Cacasse à cul nu	0	Potatoes | Salt pork | Onions | Salt | Pepper | Water
Cacavellu	0	Cauliflower | Olive oil | Garlic | Red pepper flakes | Lemon juice | Parmesan cheese | Parsley
Cacciatore	58	Chicken | Tomatoes | Bell peppers | Onion | Garlic | Mushrooms | Olive oil | White wine | Herbs (such as basil, oregano, and thyme)
Cacciucco	0	Tomatoes | Fish | Shellfish | Garlic | Onion | Red pepper flakes | White wine | Olive oil | Bread
Cachapa	0	Corn | Milk | Sugar | Salt | Butter
Cachopo	0	Veal cutlets | Serrano ham | Cheese | Flour | Eggs | Breadcrumbs | Olive oil | Salt | Pepper
Cachupa	0	Corn | Beans | Sweet potatoes | Cassava | Pumpkin | Carrots | Cabbage | Onions | Garlic | Bay leaves | Salt | Pepper | Olive oil | Pork | Chorizo | Beef
Cacio e pepe	2	Pasta | Pecorino Romano cheese | Black pepper | Salt
Cadbury Creme Egg	1	Milk | Sugar | Cocoa Butter | Cocoa Mass | Vegetable Fats (Palm, Shea) | Emulsifiers (E442, E476) | Flavourings
Caesar salad	2739	Romaine lettuce | Caesar dressing | Parmesan cheese | Croutons
Café au lait	3394	Coffee | Milk
Café con leche	4	Coffee | Milk
Café liégeois	0	Coffee | Ice cream | Whipped cream | Chocolate sauce
Caffè americano	0	Espresso | Hot water
Caffè corretto	0	Espresso | Liquor
Caffè mocha	0	Espresso | Hot chocolate | Steamed milk | Whipped cream
Cağ kebabı	0	Lamb | Beef | Lamb tail fat | Salt | Black pepper | Red pepper flakes | Cumin | Sumac | Onion | Garlic | Tomato | Green pepper
Cajeta de Celaya	0	Goat's milk | Sugar | Vanilla | Baking soda
Cajuzinho	0	Peanut butter | Sweetened condensed milk | Cocoa powder | Chocolate sprinkles
Cakalang fufu	0	Smoked skipjack tuna | Lemongrass | Kaffir lime leaves | Galangal | Turmeric | Salt
Cake balls	14	Cake mix | Frosting | Candy coating | Sprinkles
Cake pop	153	Cake crumbs | Frosting | Candy melts | Lollipop sticks
Calamarata	0	Calamarata | Squid | Tomato sauce | Garlic | White wine | Olive oil | Salt | Pepper | Parsley
Caldeirada	0	Fish | Potatoes | Onions | Tomatoes | Bell peppers | Olive oil | Garlic | Parsley | White wine | Bay leaf | Salt | Pepper
Caldillo de congrio	0	Conger eel | Onion | Carrot | Celery | Garlic | White wine | Fish stock | Tomato | Paprika | Bay leaf | Parsley | Olive oil | Salt | Pepper
Caldo de costilla	0	Beef ribs | Potatoes | Carrots | Corn | Cilantro | Onion | Garlic | Cumin | Salt | Water
Caldo de pollo	253	Chicken | Carrots | Potatoes | Celery | Onion | Garlic | Cilantro | Corn | Zucchini | Cabbage | Rice
Caldo de siete mares	0	Fish | Shrimp | Clams | Mussels | Crab | Squid | Octopus
Caldo galego	0	Potatoes | Greens (such as collard greens or kale) | Chorizo | Pork ribs | Water | Salt
Caldo tlalpeño	0	Chicken | Chipotle peppers | Avocado | Rice | Carrots | Potatoes | Zucchini | Cilantro | Lime | Onion
Caldo verde	1	Potatoes | Kale | Chorizo | Olive oil | Onion | Garlic | Salt | Water
Calentao	0	Rice | Beans | Pork | Chorizo | Arepa | Plantain
Calf's liver and bacon	0	Calf's liver | Bacon
California roll	630	Sushi rice | Nori (seaweed) | Imitation crab meat | Cucumber | Avocado
California-style pizza	0	Tomato sauce | Mozzarella cheese | Avocado | Bacon | Chicken | Red onions | Cilantro
Calisson	0	Almonds|Candied melon|Orange peel|Sugar|Icing sugar|Egg whites
Callaloo	5	Callaloo | Spinach | Okra | Coconut milk | Scotch bonnet pepper | Onion | Garlic | Thyme
Callos	112	Tripe | Chorizo | Blood sausage | Pork belly | Ham hock | Onion | Garlic | Tomato | Paprika | Bay leaf | Olive oil | White wine | Salt | Pepper
Calumpit longganisa	0	Ground pork | garlic | vinegar | soy sauce | sugar | salt | pepper | paprika | annatto seeds
Calzone	390	Pizza dough | Ricotta cheese | Mozzarella cheese | Parmesan cheese | Italian sausage | Pepperoni | Marinara sauce | Olive oil | Garlic | Salt | Pepper
Camachile cookie	0	Camachile fruit | All-purpose flour | Baking powder | Salt | Butter | Brown sugar | Eggs | Vanilla extract | Chopped nuts
Camaron rebosado	0	Shrimp | Flour | Cornstarch | Baking powder | Salt | Pepper | Egg | Water
Camel rider	1	Camel meat | Onions | Tomatoes | Green peppers | Spices
Cameo Creme	0	Heavy cream | Sugar | Vanilla extract | Gelatin | Water | Egg yolks | Salt
Camote cue	0	Sweet potatoes | Brown sugar | Cooking oil
Campanelle	1	Campanelle | Olive oil | Garlic | Cherry tomatoes | Fresh basil | Parmesan cheese | Salt | Black pepper
Camporelli	0	Flour | Sugar | Eggs | Butter | Lemon zest | White wine | Olive oil | Salt
Canadian white bread	0	Flour | Water | Yeast | Sugar | Salt | Vegetable Oil
Canapé	1	Bread | Cheese | Meat | Seafood | Vegetables | Spreads | Herbs
Candel Astra	0	Chicken | Rice | Onions | Garlic | Ginger | Tomatoes | Spices
Candied almonds	17	Almonds | Sugar | Water | Cinnamon | Salt
Candied carrots	7	Carrots | Sugar | Butter | Water
Candied fruit	6	Fruit|Sugar|Water
Candle salad	0	Banana | Pineapple | Whipped cream | Cherry
Candy	453470	Sugar | Corn syrup | Water | Flavorings | Food coloring
Candy apple	434	Apples | Sugar | Corn syrup | Water | Red food coloring
Candy cane	24490	Sugar | Corn syrup | Peppermint oil | Red food coloring
Candy cigarette	7	Sugar | Corn syrup | Artificial flavor | Artificial color
Candy corn	293	Sugar | Corn syrup | Confectioner's glaze | Salt | Gelatin | Dextrose | Honey | Artificial flavor | Yellow 6 | Yellow 5 | Red 3
Candy pumpkin	5	Pumpkin | Sugar | Corn syrup | Gelatin | Spices | Food coloring
Candy Raisins	19	Raisins | Sugar | Corn Syrup | Citric Acid | Artificial Flavor | Artificial Color
Canelé	0	Whole milk | Granulated sugar | Vanilla bean | Butter | Eggs | All-purpose flour | Rum | Salt
Canestrelli	3	Flour | Sugar | Butter | Eggs | Lemon zest | Vanilla
Canh chua	0	Pineapple | Tomatoes | Okra | Tamarind | Fish | Water spinach | Bean sprouts | Vietnamese coriander
Canja de galinha	0	Chicken | Rice | Carrots | Onion | Garlic | Parsley | Lemon | Olive oil | Salt | Pepper
Canjica	0	Corn kernels | Milk | Sugar | Cinnamon
Cannelloni	28	Cannelloni | Pasta | Ricotta cheese | Spinach | Tomato sauce | Mozzarella cheese | Parmesan cheese
Cannoli	158	Ricotta cheese | Sugar | Vanilla extract | Citrus zest | Chocolate chips | Cannoli shells
Cansi	0	Beef shank | unripe green jackfruit | batwan fruit | lemongrass | garlic | shallots | ginger | fish sauce | salt | pepper
Cantonese seafood soup	0	Fish stock | Shrimp | Scallops | Squid | Fish fillet | Chinese mushrooms | Bamboo shoots | Water chestnuts | Ginger | Green onions | Cornstarch | Soy sauce | Sesame oil
Cao lầu	0	Rice noodles | Pork | Greens | Bean sprouts | Fresh herbs | Fried pork rind
Cap cai	0	Cabbage|Carrots|Bell peppers|Snow peas|Mushrooms|Bamboo shoots|Baby corn|Water chestnuts|Garlic|Ginger|Soy sauce|Oyster sauce|Sesame oil
Caparrones	0	Red kidney beans | Chorizo | Blood sausage | Pork belly | Onion | Garlic | Paprika | Olive oil | Salt | Water
Capellini	914	Capellini | Olive oil | Garlic | Red pepper flakes | Parsley | Lemon zest | Parmesan cheese
Capirotada	0	Bread | Piloncillo | Cinnamon | Cloves | Raisins | Peanuts | Cheese | Butter
Capocollo	2	Pork shoulder | Salt | Black pepper | Red pepper flakes | Sugar | Garlic | White wine | Starter culture
Caponata	15	Eggplant|Tomatoes|Onions|Celery|Olives|Capers|Vinegar|Sugar|Pine nuts|Olive oil
Cappelletti	187	Flour | Eggs | Parmesan cheese | Nutmeg | Salt | Water
